url,video_id,reason
https://www.youtube.com/watch?v=_TiGMStO5G4&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1334,_TiGMStO5G4,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=_TiGMStO5G4! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=Fo_ymT8NJwY&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1332,Fo_ymT8NJwY,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Fo_ymT8NJwY! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=yTDScKcwEKk&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1331,yTDScKcwEKk,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=yTDScKcwEKk! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=OOSFef1lIAQ&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1326,OOSFef1lIAQ,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=OOSFef1lIAQ! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=9aiJ1HaDsx0&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1325,9aiJ1HaDsx0,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=9aiJ1HaDsx0! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=lFqqHszPSMY&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1305,lFqqHszPSMY,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=lFqqHszPSMY! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=Z3M0Oy_HAfQ&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1293,Z3M0Oy_HAfQ,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Z3M0Oy_HAfQ! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=huYE-nW3JY8&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1288,huYE-nW3JY8,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=huYE-nW3JY8! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=MaVTCHFDZd4&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1282,MaVTCHFDZd4,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=MaVTCHFDZd4! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=B4jsmvNoXP4&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1279,B4jsmvNoXP4,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=B4jsmvNoXP4! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=FB-kO-KNINs&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=2441,FB-kO-KNINs,TranscriptsDisabled
